title,company,location,date_posted,link
Linux Platform Integration - Ubuntu Systems Senior Engineer,Canonical,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/linux-platform-integration-ubuntu-systems-senior-engineer-at-canonical-4003368238?position=6&pageNum=58&refId=130%2BksjAXIIGFC0gZAV5IA%3D%3D&trackingId=DaZsVBMiTHnbCnJkwaDkhw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Engineer - MAAS,Canonical,"Gatineau, Quebec, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/senior-software-engineer-maas-at-canonical-4001458611?position=7&pageNum=58&refId=130%2BksjAXIIGFC0gZAV5IA%3D%3D&trackingId=nAGr76fOrjhmFhbo6eU58g%3D%3D&trk=public_jobs_jserp-result_search-card
Cloud Native Software Developer - Member of Technical Staff,Wind River,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/cloud-native-software-developer-member-of-technical-staff-at-wind-river-4011214713?position=8&pageNum=58&refId=130%2BksjAXIIGFC0gZAV5IA%3D%3D&trackingId=m82com%2B2VOfGvv1Vnih52g%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Architect,N-able,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/senior-software-architect-at-n-able-3998500898?position=9&pageNum=58&refId=130%2BksjAXIIGFC0gZAV5IA%3D%3D&trackingId=i38bYVjT8v6F7zRng%2BfS0A%3D%3D&trk=public_jobs_jserp-result_search-card
Rust Engineering Lead - Linux and Open Source,Canonical,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/rust-engineering-lead-linux-and-open-source-at-canonical-4017086231?position=10&pageNum=58&refId=130%2BksjAXIIGFC0gZAV5IA%3D%3D&trackingId=bjPNNJ9AKU9VP%2FGd5lpYQw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior SW Developer (LS400),Telesat,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-sw-developer-ls400-at-telesat-3987362579?position=1&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=IQZ3FWw5zjMDcNf%2BoxlmiQ%3D%3D&trk=public_jobs_jserp-result_search-card
Engineering Manager,Canonical,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/engineering-manager-at-canonical-4002996206?position=2&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=xL78dKPtrpVjCD8%2FZi8LNw%3D%3D&trk=public_jobs_jserp-result_search-card
7750 SR MPLS Test Engineer Student,Nokia,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/7750-sr-mpls-test-engineer-student-at-nokia-3998800663?position=3&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=csP7dLAdLDkZATqu%2FZt%2FgA%3D%3D&trk=public_jobs_jserp-result_search-card
Qualification Test Engineer II,Honeywell,"Kanata, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/qualification-test-engineer-ii-at-honeywell-3972555496?position=4&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=eDu92mtES00rbAInB%2BUSGg%3D%3D&trk=public_jobs_jserp-result_search-card
"Senior Engineer, Telemetry",Canonical,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-engineer-telemetry-at-canonical-3988545688?position=5&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=YU%2BeDEhyIQbIP9emzcD2eg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software C++ Unreal Developer (Job Req #2024-152),Ross Video,"Ottawa, Ontario, Canada",5 days ago,https://ca.linkedin.com/jobs/view/senior-software-c%2B%2B-unreal-developer-job-req-%232024-152-at-ross-video-3926949844?position=6&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=J0bI94Vl9RFk6y8GhpQR4Q%3D%3D&trk=public_jobs_jserp-result_search-card
Cloud Platform Software Developer,Wind River,"Kanata, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/cloud-platform-software-developer-at-wind-river-4004445930?position=7&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=J7H7Sa3igaDvYWJ%2BkDTPbQ%3D%3D&trk=public_jobs_jserp-result_search-card
UT System Engineering Specialist,Telesat,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/ut-system-engineering-specialist-at-telesat-4013770042?position=8&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=0BfnzsvFHcaosmiL4%2FCeVA%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur de plateforme – Ingénierie client,IBM,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/d%C3%A9veloppeur-de-plateforme-%E2%80%93-ing%C3%A9nierie-client-at-ibm-4011195586?position=9&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=ih7ORSWCKts%2FpoeN4u8Z9g%3D%3D&trk=public_jobs_jserp-result_search-card
Intermediate Electrical Engineer,Vard Marine Inc,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/intermediate-electrical-engineer-at-vard-marine-inc-3989827851?position=10&pageNum=59&refId=At9otYI0heTL5gHSZpaYtg%3D%3D&trackingId=j33jckyeDUn5nepA0KmygA%3D%3D&trk=public_jobs_jserp-result_search-card
BlackBerry QNX Senior Dev Ops Developer,BlackBerry QNX,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/blackberry-qnx-senior-dev-ops-developer-at-blackberry-qnx-3983225386?position=1&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=VhyJJpa402WhA1zWiV8BTA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Systems Engineer,Calian Group,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-systems-engineer-at-calian-group-3973359050?position=2&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=y8bkKWnjZ7qwUFRiPORpwA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Engineer - MAAS,Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-software-engineer-maas-at-canonical-3984582590?position=3&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=%2Bp%2FlmPa%2FfjUON6cwNF0%2B1g%3D%3D&trk=public_jobs_jserp-result_search-card
DPI R&D Software Engineer,Nokia,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/dpi-r-d-software-engineer-at-nokia-4001237893?position=4&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=Lj2PaCAwuO2G%2B3Aa3aTnzg%3D%3D&trk=public_jobs_jserp-result_search-card
Technical Consultant III,Zafin,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/technical-consultant-iii-at-zafin-3925323623?position=5&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=YXee5CxdLDRm0zNuvsgnpQ%3D%3D&trk=public_jobs_jserp-result_search-card
Principal SW/FW Engineer,Marvell Technology,"Ottawa, Ontario, Canada",6 days ago,https://ca.linkedin.com/jobs/view/principal-sw-fw-engineer-at-marvell-technology-3962846410?position=6&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=80wFdrFFtT6GIQvnSAtrNg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Engineer (React & WebGL),Lumenalta (formerly Clevertech),"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/senior-software-engineer-react-webgl-at-lumenalta-formerly-clevertech-4016671492?position=7&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=TUaICv1fe3FA8%2F4ElRl%2BDw%3D%3D&trk=public_jobs_jserp-result_search-card
DPI R&D Software Engineer,Nokia,"Kanata, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/dpi-r-d-software-engineer-at-nokia-4001242484?position=8&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=4kIBMlBGbd0%2FOmSlGzDegQ%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur principal - Full Stack,Canada Mortgage and Housing Corporation (CMHC) Société canadienne d'hypothèques et de logement(SCHL),"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/d%C3%A9veloppeur-principal-full-stack-at-canada-mortgage-and-housing-corporation-cmhc-soci%C3%A9t%C3%A9-canadienne-d-hypoth%C3%A8ques-et-de-logement-schl-4004376587?position=9&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=e2NyOJPue8w22x1pyFRBpA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Security Engineer,"Spruce InfoTech, Inc","Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/senior-security-engineer-at-spruce-infotech-inc-4011991518?position=10&pageNum=60&refId=uOXhJgn8weevtjUnV329hg%3D%3D&trackingId=L8SObBSzB81Z%2FXzF7WJDSg%3D%3D&trk=public_jobs_jserp-result_search-card
D365 Developer (Power Platform),Procom,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/d365-developer-power-platform-at-procom-4004992208?position=1&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=iuGtN6klfDnLRjVInWZI2w%3D%3D&trk=public_jobs_jserp-result_search-card
BlackBerry QNX - Systems Software Developer (BSP/Device Drivers),BlackBerry QNX,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/blackberry-qnx-systems-software-developer-bsp-device-drivers-at-blackberry-qnx-3939100677?position=2&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=pqEl%2BUnXBLpUbLEf8wuOJw%3D%3D&trk=public_jobs_jserp-result_search-card
Network Communications Software Developer,Frequentis,"Gatineau, Quebec, Canada",1 week ago,https://ca.linkedin.com/jobs/view/network-communications-software-developer-at-frequentis-3971169758?position=3&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=qGMAZQePKPsvYZdoNsQIQg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior ASIC Design Verification Engineer,BTA Design Services Inc.,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-asic-design-verification-engineer-at-bta-design-services-inc-3976656680?position=4&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=oNvYQ7EkPf4cRlj4wIj7SA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Developer - Microsoft Dynamics CRM,Canada Mortgage and Housing Corporation (CMHC) Société canadienne d'hypothèques et de logement(SCHL),"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/senior-developer-microsoft-dynamics-crm-at-canada-mortgage-and-housing-corporation-cmhc-soci%C3%A9t%C3%A9-canadienne-d-hypoth%C3%A8ques-et-de-logement-schl-3980476540?position=5&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=bn%2FC4uWSJTCFyMyIn1VLxw%3D%3D&trk=public_jobs_jserp-result_search-card
Développeur - Microsoft Dynamics ERP,Canada Mortgage and Housing Corporation (CMHC) Société canadienne d'hypothèques et de logement(SCHL),"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/d%C3%A9veloppeur-microsoft-dynamics-erp-at-canada-mortgage-and-housing-corporation-cmhc-soci%C3%A9t%C3%A9-canadienne-d-hypoth%C3%A8ques-et-de-logement-schl-3996836095?position=6&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=KBQCWBaPI6aBXglUPXyQEA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Observability Platform Developer - Python/Go,Canonical,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/senior-observability-platform-developer-python-go-at-canonical-3960165694?position=7&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=6mHQ9YZWqWrsDgGOB7hwOQ%3D%3D&trk=public_jobs_jserp-result_search-card
BlackBerry QNX Senior Systems Software (General Embedded)Developer,BlackBerry QNX,"Ottawa, Ontario, Canada",3 months ago,https://ca.linkedin.com/jobs/view/blackberry-qnx-senior-systems-software-general-embedded-developer-at-blackberry-qnx-3946197917?position=8&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=EIBdLtTRwuKq%2BBK2HgvQ1g%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Specialist SW Developer,Telesat,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/senior-specialist-sw-developer-at-telesat-3856009941?position=9&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=MyvTvpkCQQRduN9foOShkQ%3D%3D&trk=public_jobs_jserp-result_search-card
Dynamics 365 CE Developer,Avanade,"Ottawa, Ontario, Canada",2 days ago,https://ca.linkedin.com/jobs/view/dynamics-365-ce-developer-at-avanade-4015043363?position=10&pageNum=61&refId=9TzI337FWkuH0TcbzzxwKg%3D%3D&trackingId=rTvsnB%2BkKY%2FvJw0dbING1A%3D%3D&trk=public_jobs_jserp-result_search-card
BlackBerry QNX Senior Systems Software Developer,BlackBerry QNX,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/blackberry-qnx-senior-systems-software-developer-at-blackberry-qnx-3927172127?position=1&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=Dv3DddVxELocp28GA3kepA%3D%3D&trk=public_jobs_jserp-result_search-card
BlackBerry QNX- Senior Systems Software Developer (Open Source),BlackBerry,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/blackberry-qnx-senior-systems-software-developer-open-source-at-blackberry-3988893366?position=2&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=bJFTMj45SFk%2Ft4RLJmjkug%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Node Developer,Lumenalta (formerly Clevertech),"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/senior-node-developer-at-lumenalta-formerly-clevertech-4016668033?position=3&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=DcEeg2qHuedRStV07azjYQ%3D%3D&trk=public_jobs_jserp-result_search-card
Staff/ Senior Staff Engineer Component Verification and Test Development,Infineon Technologies,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/staff-senior-staff-engineer-component-verification-and-test-development-at-infineon-technologies-3922312805?position=4&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=GZQLIdNUngUZdYp9dUtOmw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Principal AI/ML Engineer,Anaplan,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-principal-ai-ml-engineer-at-anaplan-4006005131?position=5&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=irbIXDjCt6%2F4KDbHohznCA%3D%3D&trk=public_jobs_jserp-result_search-card
Protection and Control Engineer – Transmission (Remote),Jacobs,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/protection-and-control-engineer-%E2%80%93-transmission-remote-at-jacobs-3987166096?position=6&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=fzTTYkC9DMQCE%2BKCLS2z2A%3D%3D&trk=public_jobs_jserp-result_search-card
Senior SharePoint Developer (31731),Myticas Consulting,"Ottawa, Ontario, Canada",3 days ago,https://ca.linkedin.com/jobs/view/senior-sharepoint-developer-31731-at-myticas-consulting-4008824891?position=7&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=G6PSZ03cYwc%2F27nfbJy%2F9g%3D%3D&trk=public_jobs_jserp-result_search-card
Lead Development Lifecycle Engineer,Canonical,"Ottawa, Ontario, Canada",2 months ago,https://ca.linkedin.com/jobs/view/lead-development-lifecycle-engineer-at-canonical-3959497397?position=8&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=H8%2F4%2BPKYrL8JPN0COUPCUQ%3D%3D&trk=public_jobs_jserp-result_search-card
Intermediate Salesforce Developer,Accenture,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/intermediate-salesforce-developer-at-accenture-3922748384?position=9&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=970ttQQ2KvSC70zTKB4yKw%3D%3D&trk=public_jobs_jserp-result_search-card
Lead Linux Kernel Engineer - Ubuntu,Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/lead-linux-kernel-engineer-ubuntu-at-canonical-3984761975?position=10&pageNum=62&refId=PKbYaUAcIlrbaQ7DrlxRxQ%3D%3D&trackingId=H%2B9%2BiSzEo6x23o7pFzjOfw%3D%3D&trk=public_jobs_jserp-result_search-card
DPI R&D Software Engineer,Nokia,"Kanata, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/dpi-r-d-software-engineer-at-nokia-4010877564?position=1&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=a9tZp88wpyALy6xdpv2KYQ%3D%3D&trk=public_jobs_jserp-result_search-card
"Senior Engineer, Telemetry",Canonical,"Gatineau, Quebec, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-engineer-telemetry-at-canonical-3988549067?position=2&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=Gg7c3WQwIEbPObvgK77UQQ%3D%3D&trk=public_jobs_jserp-result_search-card
Quality Engineer,Nanometrics Inc,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/quality-engineer-at-nanometrics-inc-3991153483?position=3&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=v0HJ8mqyWXoYLIRg015vew%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Specialist SW Developer (Networking),Telesat,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/senior-specialist-sw-developer-networking-at-telesat-3907105745?position=4&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=4yvfpAJtAt4Fc%2ByuZmvnxQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior DevOps Engineer,Luxoft,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/senior-devops-engineer-at-luxoft-4016942990?position=5&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=tCNrwF3dOLGPtzwwNvuaqQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior SAP ABAP Developer (Information Steward),PwC Canada,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/senior-sap-abap-developer-information-steward-at-pwc-canada-3981627404?position=6&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=WBot12NbgS%2BOm%2BEzlO8Pfw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Linux Developer (LS403),Telesat,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/senior-linux-developer-ls403-at-telesat-3987365144?position=7&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=UeYAFn8GRFeBRhYdsy39Ww%3D%3D&trk=public_jobs_jserp-result_search-card
Staff Security Operations Engineer,Canonical,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/staff-security-operations-engineer-at-canonical-4013770991?position=8&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=Uawux1wa3E%2BupgxtctSxLA%3D%3D&trk=public_jobs_jserp-result_search-card
"Intermediate Systems Engineer, Naval Communications Systems",L3Harris Technologies,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/intermediate-systems-engineer-naval-communications-systems-at-l3harris-technologies-4012940442?position=9&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=ZdrSwuoGLrhucTrI31%2BORw%3D%3D&trk=public_jobs_jserp-result_search-card
"BlackBerry QNX Senior Systems Software Developer, Kernel",BlackBerry QNX,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/blackberry-qnx-senior-systems-software-developer-kernel-at-blackberry-qnx-3909849990?position=10&pageNum=63&refId=9inHmW5GtHnzPzvmvWz3BA%3D%3D&trackingId=WfOGhTy57BRDARh%2FtSuY7w%3D%3D&trk=public_jobs_jserp-result_search-card
"Senior System Engineer, Totogi (Remote) - $60,000/year USD",Crossover,"Ottawa, Ontario, Canada",1 day ago,https://ca.linkedin.com/jobs/view/senior-system-engineer-totogi-remote-%2460-000-year-usd-at-crossover-4017078760?position=1&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=SdKJpJfqlPkCBm0W9mos9w%3D%3D&trk=public_jobs_jserp-result_search-card
EMC Test Technician/Engineer,Spectrum Control,"Kanata, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/emc-test-technician-engineer-at-spectrum-control-3982844209?position=2&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=p5lkhEGauZHVFpJBb6b%2Fag%3D%3D&trk=public_jobs_jserp-result_search-card
Power Platform Senior Developer - Remote,NTT DATA North America,"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/power-platform-senior-developer-remote-at-ntt-data-north-america-4016966471?position=3&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=iScz4LqtDe7GjQbFJaAuMw%3D%3D&trk=public_jobs_jserp-result_search-card
Engineering Manager,Canonical,"Gatineau, Quebec, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/engineering-manager-at-canonical-4002996194?position=4&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=2VYktmz29OuSnm37WyZAJA%3D%3D&trk=public_jobs_jserp-result_search-card
Ubuntu Linux Kernel Engineer - Silicon Enablement,Canonical,"Gatineau, Quebec, Canada",4 weeks ago,https://ca.linkedin.com/jobs/view/ubuntu-linux-kernel-engineer-silicon-enablement-at-canonical-3997201847?position=5&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=Q3u2AKrBb57UdVHqamyb5w%3D%3D&trk=public_jobs_jserp-result_search-card
Principal Cloud DevOps Engineer,Entrust,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/principal-cloud-devops-engineer-at-entrust-3989914366?position=6&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=LtluTJkqoC9oDJS4y0tdhw%3D%3D&trk=public_jobs_jserp-result_search-card
Transmission Line Engineer,Stantec,"Ottawa, Ontario, Canada",7 months ago,https://ca.linkedin.com/jobs/view/transmission-line-engineer-at-stantec-3804778819?position=7&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=fSA1sXu3rXL3eZmQAQY3oQ%3D%3D&trk=public_jobs_jserp-result_search-card
Electro-Optical Digital Test Development Engineer,Infinera,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/electro-optical-digital-test-development-engineer-at-infinera-3815899127?position=8&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=oR67ONxgSTwMBNsjEwOl%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card
Substation Engineer,Stantec,"Ottawa, Ontario, Canada",9 months ago,https://ca.linkedin.com/jobs/view/substation-engineer-at-stantec-3779723104?position=9&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=iYtEByZeln5JaH%2FRDGXbqQ%3D%3D&trk=public_jobs_jserp-result_search-card
Oracle Siebel CRM Developer,J&M Group,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/oracle-siebel-crm-developer-at-j-m-group-4012480530?position=10&pageNum=64&refId=CaR5LTjJdNo3dMhL5HE3dg%3D%3D&trackingId=yKSFb2vpFRwwlYkDDO%2BAtw%3D%3D&trk=public_jobs_jserp-result_search-card
System Verification Engineer Intern - PhD,Marvell Technology,"Ottawa, Ontario, Canada",1 week ago,https://ca.linkedin.com/jobs/view/system-verification-engineer-intern-phd-at-marvell-technology-3926126265?position=1&pageNum=65&refId=LJFS6imjYDUyqpKH6TEkRA%3D%3D&trackingId=V4Crs5mMZt7Gpu%2FbQ%2BIg9A%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Observability Platform Developer - Python/Go,Canonical,"Gatineau, Quebec, Canada",2 months ago,https://ca.linkedin.com/jobs/view/senior-observability-platform-developer-python-go-at-canonical-3960165707?position=2&pageNum=65&refId=LJFS6imjYDUyqpKH6TEkRA%3D%3D&trackingId=uuSu5yz4wisqS50uG6HXOQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Fullstack Engineer Javascript,Lumenalta (formerly Clevertech),"Ottawa, Ontario, Canada",4 days ago,https://ca.linkedin.com/jobs/view/senior-fullstack-engineer-javascript-at-lumenalta-formerly-clevertech-4016332310?position=3&pageNum=65&refId=LJFS6imjYDUyqpKH6TEkRA%3D%3D&trackingId=sU22mq7RSJvwAKwUe%2BOZ5Q%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Site Reliability / Gitops Engineer,Canonical,"Ottawa, Ontario, Canada",1 month ago,https://ca.linkedin.com/jobs/view/senior-site-reliability-gitops-engineer-at-canonical-3985110070?position=4&pageNum=65&refId=LJFS6imjYDUyqpKH6TEkRA%3D%3D&trackingId=AgTrb%2Fy4vP89dujE8MpHXw%3D%3D&trk=public_jobs_jserp-result_search-card
Containerization & Virtualisation Engineer,Canonical,"Ottawa, Ontario, Canada",3 weeks ago,https://ca.linkedin.com/jobs/view/containerization-virtualisation-engineer-at-canonical-4003187900?position=5&pageNum=65&refId=LJFS6imjYDUyqpKH6TEkRA%3D%3D&trackingId=RHGdqr4w%2FtO%2FAsiWt8MknA%3D%3D&trk=public_jobs_jserp-result_search-card
HV Transmission Cable Engineer,Jacobs,"Ottawa, Ontario, Canada",2 weeks ago,https://ca.linkedin.com/jobs/view/hv-transmission-cable-engineer-at-jacobs-4005966176?position=6&pageNum=65&refId=LJFS6imjYDUyqpKH6TEkRA%3D%3D&trackingId=e%2FVBdaxG8IEC1pv2YVYYnw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Data Scientist,Launch Potato,Greater Ottawa Metropolitan Area,1 day ago,https://ca.linkedin.com/jobs/view/senior-data-scientist-at-launch-potato-4019306563?position=7&pageNum=65&refId=LJFS6imjYDUyqpKH6TEkRA%3D%3D&trackingId=jc9onSmiuTxpFAWkeBEFbw%3D%3D&trk=public_jobs_jserp-result_search-card
